program_kodu,uni_turu,universite,sehir,fakulte,program,puan_turu,kontenjan,yerlesen,taban_puan,tavan_puan
200150352,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Meslek Yüksekokulu,Aşçılık (%50 İndirimli),TYT,31,31,276.66148,320.33031
200150361,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Meslek Yüksekokulu,Aşçılık (Burslu),TYT,4,4,416.44127,482.84324
200190088,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Meslek Yüksekokulu,Bilgisayar Programcılığı (%50 İndirimli),TYT,41,41,295.71964,358.20625
200190081,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Meslek Yüksekokulu,Bilgisayar Programcılığı (Burslu),TYT,7,7,383.15272,395.42545
200150767,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi (%50 İndirimli),TYT,25,25,221.15206,305.05892
200150758,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi (Burslu),TYT,4,4,345.67688,406.22272
200150661,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Ağız ve Diş Sağlığı (%50 İndirimli),TYT,42,42,277.79007,332.57978
200150652,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Ağız ve Diş Sağlığı (Burslu),TYT,6,6,370.41576,394.99894
200150688,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Ameliyathane Hizmetleri (%50 İndirimli),TYT,40,40,256.01633,302.61108
200150679,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Ameliyathane Hizmetleri (Burslu),TYT,6,6,345.53494,361.10248
200150255,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Anestezi (%50 İndirimli),TYT,42,42,311.05705,351.8172
200150025,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Anestezi (Burslu),TYT,6,6,393.48457,464.28475
200150334,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Diyaliz (%50 İndirimli),TYT,31,31,257.06382,311.20792
200150185,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Diyaliz (Burslu),TYT,4,4,332.31665,347.80379
200150343,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Elektronörofizyoloji (%50 İndirimli),TYT,28,28,229.15839,318.67235
200150201,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Elektronörofizyoloji (Burslu),TYT,4,4,338.28556,382.49286
200190059,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Fizyoterapi (%50 İndirimli),TYT,37,37,270.66439,349.84078
200190058,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Fizyoterapi (Burslu),TYT,5,5,383.15791,393.28322
200150264,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım (%50 İndirimli),TYT,53,53,298.81348,332.1621
200150167,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım (Burslu),TYT,9,9,375.89187,413.17
200150704,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Odyometri (%50 İndirimli),TYT,25,25,240.20057,304.85661
200150697,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Odyometri (Burslu),TYT,4,4,345.6566,366.03083
200150722,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik (%50 İndirimli),TYT,41,41,253.39471,321.90263
200150713,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik (Burslu),TYT,7,7,366.4989,407.16648
200150749,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Ortopedik Protez ve Ortez (%50 İndirimli),TYT,20,20,210.66374,283.58488
200150731,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Ortopedik Protez ve Ortez (Burslu),TYT,3,3,335.17887,343.29908
200150307,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Patoloji Laboratuvar Teknikleri (%50 İndirimli),TYT,34,34,243.22042,290.3065
200150061,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Patoloji Laboratuvar Teknikleri (Burslu),TYT,5,5,342.1519,354.94879
200150537,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Podoloji (%50 İndirimli),TYT,37,37,180.28495,312.34313
200150546,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Podoloji (Burslu),TYT,5,5,343.8718,372.02614
200150282,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Radyoterapi (%50 İndirimli),TYT,31,31,240.99005,308.80092
200150088,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Radyoterapi (Burslu),TYT,4,4,331.78101,345.95615
200150316,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (%50 İndirimli),TYT,34,34,273.44946,333.51191
200150149,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (Burslu),TYT,5,5,359.45918,412.86948
200150273,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (%50 İndirimli),TYT,46,46,294.81768,326.72696
200150113,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (Burslu),TYT,8,8,371.23861,412.74257
200150291,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (%50 İndirimli),TYT,47,47,276.69274,322.32793
200150131,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (Burslu),TYT,8,8,363.37394,370.55612
200190158,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Veri İşleme Teknikerliği (%50 İndirimli),TYT,25,25,271.83308,313.2683
200190151,VAKIF,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),İSTANBUL,Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Veri İşleme Teknikerliği (Burslu),TYT,4,4,344.67101,385.69141
110410279,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Arka-Yüz Yazılım Geliştirme,TYT,30,31,323.61314,356.98349
110410349,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Arka-Yüz Yazılım Geliştirme (KKTC Uyruklu),TYT,1,0,--,--
110410286,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Bulut Bilişim Operatörlüğü,TYT,30,31,306.44961,378.00473
110410356,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Bulut Bilişim Operatörlüğü (KKTC Uyruklu),TYT,1,0,--,--
110410293,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Büyük Veri Analistliği,TYT,30,30,315.65946,387.23743
110410363,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Büyük Veri Analistliği (KKTC Uyruklu),TYT,1,0,--,--
110410370,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Kurumsal Bilişim Uzmanlığı,TYT,30,31,305.80932,330.21837
110410300,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Ön-Yüz Yazılım Geliştirme,TYT,30,31,311.9289,332.25708
110410377,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Ön-Yüz Yazılım Geliştirme (KKTC Uyruklu),TYT,1,0,--,--
110410384,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Yapay Zeka Operatörlüğü,TYT,30,30,334.13166,372.69393
110410391,DEVLET,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,Bilişim Teknolojileri Meslek Yüksekokulu,Yapay Zeka Operatörlüğü (KKTC Uyruklu),TYT,1,0,--,--
100290102,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Besni Ali Erdemoğlu Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,25,26,267.5564,328.55855
100290116,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Besni Ali Erdemoğlu Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,40,41,263.62476,329.57463
100290123,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Besni Ali Erdemoğlu Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,35,36,263.89363,337.70242
100290130,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Besni Ali Erdemoğlu Meslek Yüksekokulu,İşletme Yönetimi,TYT,30,31,247.40035,331.08474
100290137,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Besni Ali Erdemoğlu Meslek Yüksekokulu,Mekatronik,TYT,30,31,263.10177,338.25891
100290144,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Besni Ali Erdemoğlu Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,30,31,254.77148,313.85622
100290070,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Gölbaşı Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,25,26,257.05272,379.00833
100250476,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Gölbaşı Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,40,41,257.99688,290.70345
100250591,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Gölbaşı Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,30,31,264.1438,317.74256
100290056,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Gölbaşı Meslek Yüksekokulu,İş Sağlığı ve Güvenliği,TYT,30,31,278.53121,315.2987
100250422,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Gölbaşı Meslek Yüksekokulu,İşletme Yönetimi,TYT,30,31,244.75499,268.54215
100250767,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Gölbaşı Meslek Yüksekokulu,Lojistik,TYT,30,31,242.11894,265.422
100250388,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Gölbaşı Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,30,31,246.8121,266.02902
100250555,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Gölbaşı Meslek Yüksekokulu,Yerel Yönetimler,TYT,30,31,240.95561,265.99261
100250713,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Kahta Meslek Yüksekokulu,Bahçe Tarımı,TYT,30,31,239.3918,311.16732
100250652,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Kahta Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,25,26,258.41329,288.55669
100250485,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Kahta Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,40,41,265.22337,353.1013
100250194,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Kahta Meslek Yüksekokulu,Harita ve Kadastro,TYT,30,31,272.56097,345.10961
100250625,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Kahta Meslek Yüksekokulu,Laborant ve Veteriner Sağlık,TYT,30,31,286.50724,352.55475
100250397,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Kahta Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,30,31,247.96674,281.88199
100250228,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Kahta Meslek Yüksekokulu,Tarla Bitkileri,TYT,30,31,248.58114,321.2816
100250722,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Kahta Meslek Yüksekokulu,Turizm ve Seyahat Hizmetleri,TYT,20,21,249.69954,285.4861
100250246,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sağlık Hizmetleri Meslek Yüksekokulu,Çocuk Gelişimi,TYT,30,31,311.79199,351.44633
100250749,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım,TYT,30,30,360.24824,424.0655
100250731,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik,TYT,30,31,315.5551,382.67131
100250616,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sağlık Hizmetleri Meslek Yüksekokulu,Patoloji Laboratuvar Teknikleri,TYT,30,30,328.35089,356.36891
100250607,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri,TYT,30,30,339.67142,365.43883
100250291,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sosyal Bilimler Meslek Yüksekokulu,Aşçılık,TYT,30,31,292.68619,325.40321
100250697,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sosyal Bilimler Meslek Yüksekokulu,Dış Ticaret,TYT,30,31,253.37216,291.41473
100250404,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sosyal Bilimler Meslek Yüksekokulu,İşletme Yönetimi,TYT,30,31,257.20382,299.76554
100250034,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sosyal Bilimler Meslek Yüksekokulu,Kooperatifçilik,TYT,30,31,238.10029,261.71618
100250361,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sosyal Bilimler Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,30,31,278.11666,327.49787
100250758,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sosyal Bilimler Meslek Yüksekokulu,Özel Güvenlik ve Koruma,TYT,30,31,287.41302,376.34589
100250079,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sosyal Bilimler Meslek Yüksekokulu,Pazarlama,TYT,30,31,248.58663,308.17233
100250104,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Sosyal Bilimler Meslek Yüksekokulu,Turizm ve Otel İşletmeciliği,TYT,25,26,265.16702,308.77593
100250494,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,40,41,294.24968,356.40194
100250264,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,Elektrik,TYT,30,31,296.34643,356.56997
100250273,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,Gıda Teknolojisi,TYT,30,31,258.6937,284.55827
100250634,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,Giyim Üretim Teknolojisi,TYT,30,31,241.37016,344.6773
100250431,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,İnşaat Teknolojisi,TYT,30,31,282.92061,379.89684
100250679,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,Kimya Teknolojisi,TYT,20,21,265.02846,304.39576
100250519,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,Makine,TYT,30,31,276.20861,431.96996
100250043,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,Mimari Dekoratif Sanatlar,TYT,30,31,248.93896,295.75648
100250052,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,Mobilya ve Dekorasyon,TYT,25,26,244.27341,315.30764
100250352,DEVLET,ADIYAMAN ÜNİVERSİTESİ,,Teknik Bilimler Meslek Yüksekokulu,Sondaj Teknolojisi,TYT,25,26,268.42338,337.79028
100490312,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Alternatif Enerji Kaynakları Teknolojisi,TYT,40,41,270.67714,328.17094
100450014,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Aşçılık,TYT,60,60,302.1781,375.21799
100450226,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi,TYT,32,33,300.12242,339.31077
100451772,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,35,36,292.8198,372.17217
100490179,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Çocuk Gelişimi,TYT,35,35,311.39207,349.58622
100450041,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Elektrik,TYT,40,40,302.25656,361.13248
100451506,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Elektronik Teknolojisi,TYT,30,31,294.55005,362.36865
100451296,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Et ve Ürünleri Teknolojisi,TYT,30,31,245.18345,288.36494
100450077,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Gıda Teknolojisi,TYT,35,36,285.40136,337.89717
100490235,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Hibrid ve Elektrikli Taşıtlar Teknolojisi,TYT,40,41,307.63371,368.01544
100490185,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,İç Mekan Tasarımı,TYT,35,36,287.92975,317.67042
100451445,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,İnşaat Teknolojisi,TYT,40,41,278.77421,380.06193
100451348,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,İşletme Yönetimi,TYT,35,36,280.384,349.13729
100490210,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Mermer Teknolojisi,TYT,20,21,251.38205,313.43667
100451224,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Mimari Restorasyon,TYT,40,41,269.40025,340.81041
100451233,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,30,31,289.85683,323.34393
100450138,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Pazarlama,TYT,30,31,267.6411,291.26659
100452028,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Raylı Sistemler Yol Teknolojisi,TYT,40,41,299.7631,384.26886
100450174,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Turizm ve Otel İşletmeciliği,TYT,30,30,276.89482,305.54206
100450183,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Afyon Meslek Yüksekokulu,Yerel Yönetimler,TYT,60,62,260.12487,303.48491
100451145,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Başmakçı Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,25,26,259.05863,310.06162
100490208,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Başmakçı Meslek Yüksekokulu,Dış Ticaret,TYT,20,21,244.37792,291.64585
100451499,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bayat Meslek Yüksekokulu,İnsan Kaynakları Yönetimi,TYT,30,31,257.12806,309.01298
100451948,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bayat Meslek Yüksekokulu,Laborant ve Veteriner Sağlık,TYT,55,57,282.74449,355.88005
100490319,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bilişim Teknolojileri Meslek Yüksekokulu,Büyük Veri Analistliği,TYT,30,31,302.55873,366.60761
100490326,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bilişim Teknolojileri Meslek Yüksekokulu,Oyun Geliştirme ve Programlama,TYT,30,31,295.26438,345.06971
100450305,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bolvadin Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,25,26,273.12267,314.07082
100450465,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bolvadin Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,60,62,277.3595,341.9572
100451781,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bolvadin Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,20,21,273.65128,302.6734
100490186,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bolvadin Meslek Yüksekokulu,Çağrı Merkezi Hizmetleri,TYT,30,31,263.51657,290.61527
100450332,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bolvadin Meslek Yüksekokulu,Dış Ticaret,TYT,20,21,256.06887,309.54424
100451896,DEVLET,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),AFYONKARAHİSAR,Bolvadin Meslek Yüksekokulu,Doğalgaz ve Tesisatı Teknolojisi,TYT,20,21,247.16743,316.59782
